user_id,transaction_amount,transaction_time,location,merchant,transaction_type,is_fraud
user_0276,1007.76,2024-09-13 15:59:00,New York,Netflix,purchase,0
user_0515,53.51,2024-11-20 06:40:00,Houston,Shell,withdrawal,0
user_0372,1767.57,2024-08-13 22:32:00,Phoenix,Netflix,purchase,0
user_0606,1927.42,2024-02-15 15:26:00,Phoenix,Netflix,transfer,0
user_0322,343.14,2024-12-22 18:38:00,Remote,Amazon,transfer,0
user_0791,421.79,2024-01-03 18:54:00,Remote,Online Service,withdrawal,0
user_0489,1755.36,2024-05-17 01:52:00,New York,Starbucks,transfer,0
user_0038,590.72,2024-04-14 08:22:00,Los Angeles,Walmart,withdrawal,0
user_0524,167.78,2024-06-21 17:10:00,New York,Shell,purchase,0
user_0775,1405.42,2024-12-02 07:39:00,Chicago,Online Service,transfer,0
user_0833,879.76,2024-06-08 21:09:00,Chicago,Starbucks,withdrawal,0
user_0124,1678.67,2024-06-07 06:17:00,Remote,Starbucks,withdrawal,0
user_0053,1076.48,2024-03-19 21:52:00,Phoenix,Shell,purchase,0
user_0773,108.11,2024-11-08 01:55:00,Remote,Online Service,transfer,0
user_0819,269.83,2024-06-11 09:21:00,Houston,Amazon,withdrawal,0
user_0119,545.31,2024-01-20 14:51:00,Los Angeles,Online Service,withdrawal,0
user_0116,166.34,2024-09-30 20:46:00,New York,Shell,purchase,0
user_0633,317.09,2024-05-03 02:07:00,Remote,Local Store,purchase,0
user_0884,1278.35,2024-10-09 10:36:00,Phoenix,Local Store,purchase,0
user_0075,1134.24,2024-04-10 05:56:00,Remote,Starbucks,purchase,0
user_0068,192.84,2024-02-24 17:01:00,Houston,Netflix,withdrawal,0
user_0340,949.58,2024-11-12 15:28:00,Remote,Local Store,purchase,0
user_0521,1898.55,2024-10-27 22:54:00,Los Angeles,Amazon,transfer,0
user_0768,1081.06,2024-10-03 06:27:00,Los Angeles,Starbucks,transfer,0
user_0907,779.4,2024-09-02 17:04:00,New York,Netflix,transfer,0
user_0267,775.27,2024-01-27 14:24:00,Los Angeles,Walmart,purchase,0
user_0606,757.63,2024-09-24 21:37:00,Chicago,Online Service,purchase,0
user_0604,1690.53,2024-08-22 08:57:00,Remote,Amazon,transfer,0
user_0195,1387.32,2024-04-19 03:24:00,Chicago,Netflix,purchase,0
user_0760,1098.2,2024-03-20 09:52:00,Chicago,Shell,withdrawal,0
user_0095,684.9,2024-10-05 04:13:00,Phoenix,Shell,purchase,0
user_0278,1510.31,2024-10-14 21:28:00,Remote,Starbucks,purchase,0
user_0879,782.29,2024-03-23 18:20:00,Chicago,Walmart,purchase,0
user_0444,1811.24,2024-02-11 02:03:00,Remote,Online Service,transfer,0
user_0143,899.65,2024-06-01 21:44:00,Houston,Walmart,purchase,0
user_0150,1563.69,2024-03-03 08:20:00,Los Angeles,Amazon,transfer,0
user_0633,885.85,2024-01-27 11:02:00,Phoenix,Walmart,transfer,0
user_0587,1377.62,2024-05-28 13:45:00,Houston,Starbucks,purchase,0
user_0173,1403.43,2024-01-28 03:21:00,New York,Amazon,transfer,0
user_0516,1029.09,2024-08-08 00:37:00,Chicago,Netflix,purchase,0
user_0656,1894.76,2024-09-30 23:40:00,Houston,Shell,withdrawal,0
user_0786,1555.41,2024-06-11 23:17:00,Chicago,Amazon,withdrawal,0
user_0125,987.79,2024-01-22 01:55:00,Houston,Netflix,transfer,0
user_0000,1363.67,2024-02-12 19:09:00,New York,Online Service,purchase,0
user_0928,451.07,2024-09-18 18:45:00,Los Angeles,Shell,purchase,0
user_0828,648.76,2024-12-03 16:21:00,Phoenix,Walmart,purchase,0
user_0658,1938.76,2024-01-13 06:00:00,New York,Local Store,transfer,0
user_0372,1395.37,2024-04-14 06:39:00,New York,Walmart,withdrawal,0
user_0967,792.07,2024-07-17 16:23:00,Houston,Netflix,withdrawal,0
user_0089,779.6,2024-07-24 04:11:00,Houston,Netflix,purchase,0
user_0922,1397.83,2024-08-08 10:28:00,Houston,Netflix,purchase,0
user_0546,1645.96,2024-10-04 00:49:00,Chicago,Netflix,transfer,0
user_0009,1865.79,2024-10-16 14:09:00,Chicago,Netflix,purchase,0
user_0800,1556.32,2024-03-19 08:16:00,Chicago,Netflix,withdrawal,0
user_0853,1659.18,2024-04-15 04:16:00,Los Angeles,Starbucks,transfer,0
user_0404,117.47,2024-07-09 21:47:00,New York,Netflix,transfer,0
user_0770,1113.09,2024-05-19 01:24:00,Phoenix,Amazon,withdrawal,0
user_0084,903.84,2024-01-27 22:05:00,New York,Walmart,purchase,0
user_0445,1757.05,2024-03-05 00:33:00,Houston,Online Service,transfer,0
user_0673,955.04,2024-08-04 17:06:00,Chicago,Amazon,purchase,0
user_0388,181.37,2024-07-27 04:10:00,New York,Starbucks,transfer,0
user_0206,1570.41,2024-12-03 02:50:00,Chicago,Online Service,withdrawal,0
user_0737,704.42,2024-08-08 12:17:00,Los Angeles,Local Store,transfer,0
user_0446,1454.16,2024-09-04 15:20:00,Remote,Starbucks,transfer,0
user_0758,1049.59,2024-06-21 04:20:00,Phoenix,Shell,withdrawal,0
user_0329,1538.99,2024-08-08 07:47:00,Phoenix,Amazon,withdrawal,0
user_0204,422.22,2024-06-28 05:30:00,Chicago,Walmart,transfer,0
user_0182,1171.61,2024-01-17 17:11:00,Houston,Shell,purchase,0
user_0194,1032.9,2024-10-16 16:50:00,Phoenix,Netflix,withdrawal,0
user_0828,68.45,2024-03-31 16:00:00,Phoenix,Starbucks,withdrawal,0
user_0944,1009.32,2024-05-27 20:10:00,New York,Amazon,purchase,0
user_0213,168.11,2024-05-12 01:57:00,Nigeria,Online Service,purchase,1
user_0252,1972.58,2024-11-26 09:34:00,Remote,Local Store,withdrawal,0
user_0077,927.76,2024-09-12 00:57:00,Remote,Walmart,transfer,0
user_0622,1689.66,2024-11-07 17:14:00,Houston,Netflix,withdrawal,0
user_0738,797.34,2024-10-26 19:34:00,Phoenix,Shell,withdrawal,0
user_0272,426.84,2024-11-08 12:09:00,Remote,Shell,purchase,0
user_0211,950.57,2024-11-20 07:30:00,New York,Netflix,withdrawal,0
user_0110,1474.96,2024-08-21 01:43:00,New York,Shell,transfer,0
user_0612,4922.85,2024-03-19 04:21:00,Phoenix,Starbucks,purchase,1
user_0623,325.56,2024-05-10 00:10:00,Remote,Local Store,withdrawal,0
user_0822,1685.42,2024-12-29 06:58:00,Chicago,Online Service,purchase,0
user_0222,1793.74,2024-07-29 19:31:00,Houston,Walmart,transfer,0
user_0880,984.04,2024-06-30 00:29:00,New York,Amazon,transfer,0
user_0025,563.56,2024-04-05 12:21:00,Los Angeles,Local Store,transfer,0
user_0531,488.61,2024-09-27 14:38:00,New York,Amazon,withdrawal,0
user_0804,1014.68,2024-09-12 03:56:00,Chicago,Walmart,purchase,0
user_0009,1099.46,2024-10-06 22:01:00,Houston,Amazon,purchase,0
user_0595,513.01,2024-11-12 20:52:00,New York,Starbucks,purchase,0
user_0919,1214.17,2024-10-25 05:54:00,Remote,Online Service,purchase,0
user_0955,1930.23,2024-03-29 09:49:00,Phoenix,Walmart,purchase,0
user_0994,137.66,2024-01-31 12:05:00,Houston,Netflix,transfer,0
user_0269,1600.08,2024-12-28 16:04:00,Chicago,Walmart,withdrawal,0
user_0131,635.81,2024-11-27 10:32:00,Los Angeles,Online Service,withdrawal,0
user_0636,606.25,2024-05-31 11:34:00,New York,Starbucks,purchase,0
user_0502,1066.06,2024-03-05 01:43:00,Chicago,Online Service,transfer,0
user_0578,1257.28,2024-12-06 07:05:00,Houston,Online Service,transfer,0
user_0477,1788.32,2024-03-09 13:23:00,Phoenix,Local Store,purchase,0
user_0996,1558.25,2024-07-02 16:00:00,Remote,Shell,withdrawal,0
user_0516,1754.15,2024-05-01 11:44:00,Remote,Local Store,purchase,0
user_0227,916.72,2024-07-29 06:15:00,Phoenix,Netflix,purchase,0
user_0843,1544.9,2024-04-12 11:10:00,Chicago,Walmart,withdrawal,0
user_0068,1654.46,2024-09-26 16:29:00,Los Angeles,Local Store,withdrawal,0
user_0814,579.42,2024-04-02 17:15:00,Los Angeles,Netflix,withdrawal,0
user_0992,41.13,2024-06-08 20:43:00,Chicago,Shell,purchase,0
user_0839,1304.48,2024-01-20 04:32:00,Houston,Online Service,withdrawal,0
user_0050,1474.21,2024-05-01 19:19:00,New York,Local Store,transfer,0
user_0813,475.63,2024-04-02 03:57:00,Houston,Local Store,transfer,0
user_0830,626.33,2024-10-27 08:18:00,Phoenix,Online Service,purchase,0
user_0201,1606.69,2024-01-10 04:24:00,Chicago,Online Service,purchase,0
user_0805,695.96,2024-03-28 14:41:00,Chicago,Amazon,transfer,0
user_0938,70.53,2024-12-16 07:51:00,New York,Online Service,withdrawal,0
user_0160,727.98,2024-03-08 03:10:00,Unknown IP,Local Store,withdrawal,1
user_0083,920.68,2024-08-06 17:57:00,Remote,Shell,transfer,0
user_0560,602.69,2024-10-29 04:45:00,Chicago,Walmart,transfer,0
user_0669,385.42,2024-04-30 12:12:00,Remote,Walmart,withdrawal,0
user_0370,909.31,2024-04-05 15:17:00,Houston,Starbucks,withdrawal,0
user_0946,314.7,2024-05-09 08:00:00,Phoenix,Online Service,transfer,0
user_0777,545.14,2024-05-07 13:15:00,New York,Online Service,transfer,0
user_0177,1734.65,2024-03-17 02:15:00,New York,Starbucks,transfer,0
user_0982,1345.43,2024-08-21 11:19:00,Remote,Starbucks,transfer,0
user_0050,1307.23,2024-11-24 00:07:00,Los Angeles,Walmart,withdrawal,0
user_0813,1661.29,2024-08-08 01:55:00,Phoenix,Local Store,purchase,0
user_0822,1793.19,2024-07-05 07:34:00,Los Angeles,Online Service,purchase,0
user_0146,249.94,2024-04-10 15:31:00,Phoenix,Shell,withdrawal,0
user_0814,1251.4,2024-06-09 06:25:00,Chicago,Online Service,transfer,0
user_0260,693.66,2024-05-14 21:49:00,New York,Amazon,purchase,0
user_0499,1949.22,2024-06-27 06:33:00,Remote,Walmart,withdrawal,0
user_0735,853.3,2024-01-25 23:14:00,New York,Local Store,purchase,0
user_0236,808.09,2024-01-17 11:52:00,Remote,Local Store,transfer,0
user_0665,1053.75,2024-05-27 03:20:00,Nigeria,Online Service,purchase,1
user_0355,998.69,2024-04-19 12:49:00,New York,Netflix,purchase,0
user_0587,416.81,2024-01-29 08:09:00,Remote,Netflix,transfer,0
user_0645,1465.71,2024-05-03 13:00:00,New York,Netflix,transfer,0
user_0400,840.45,2024-09-01 05:47:00,Remote,Amazon,withdrawal,0
user_0821,1477.38,2024-04-14 09:22:00,Phoenix,Shell,transfer,0
user_0148,1674.97,2024-06-03 09:20:00,Chicago,Online Service,transfer,0
user_0054,1329.02,2024-07-04 09:57:00,Remote,Netflix,purchase,0
user_0750,528.22,2024-11-15 19:14:00,Houston,Walmart,purchase,0
user_0364,313.57,2024-05-03 20:56:00,Los Angeles,Amazon,purchase,0
user_0295,1457.74,2024-09-30 02:36:00,Chicago,Amazon,purchase,0
user_0130,160.14,2024-12-13 03:23:00,Chicago,Local Store,withdrawal,0
user_0274,632.62,2024-06-19 14:50:00,Chicago,Starbucks,purchase,0
user_0568,894.78,2024-08-09 17:18:00,Houston,Local Store,transfer,0
user_0660,1519.28,2024-03-14 05:03:00,Remote,Starbucks,withdrawal,0
user_0654,1387.88,2024-09-01 23:04:00,Phoenix,Amazon,transfer,0
user_0015,1850.87,2024-08-09 03:00:00,Remote,Amazon,transfer,0
user_0628,1463.39,2024-08-25 23:43:00,Los Angeles,Walmart,transfer,0
user_0222,1724.78,2024-07-18 18:14:00,Chicago,Amazon,transfer,0
user_0272,1302.08,2024-03-25 14:26:00,Houston,Shell,purchase,0
user_0804,1062.88,2024-12-06 14:17:00,Houston,Online Service,transfer,0
user_0515,1582.49,2024-07-06 07:08:00,Los Angeles,Starbucks,purchase,0
user_0893,5071.71,2024-03-26 20:18:00,Los Angeles,Amazon,withdrawal,1
user_0607,1598.57,2024-10-20 15:25:00,New York,Netflix,withdrawal,0
user_0696,1163.61,2024-10-07 10:32:00,Los Angeles,Local Store,purchase,0
user_0339,1476.48,2024-01-23 17:33:00,New York,Walmart,purchase,0
user_0669,1706.38,2024-10-28 06:16:00,New York,Netflix,withdrawal,0
user_0398,771.73,2024-12-14 13:46:00,Los Angeles,Netflix,purchase,0
user_0379,838.07,2024-12-13 00:42:00,Remote,Netflix,withdrawal,0
user_0563,134.65,2024-11-08 15:15:00,Phoenix,Online Service,withdrawal,0
user_0492,245.08,2024-07-28 20:26:00,Los Angeles,Starbucks,withdrawal,0
user_0505,1560.27,2024-03-23 07:33:00,Phoenix,Netflix,withdrawal,0
user_0688,1038.93,2024-11-12 10:59:00,Los Angeles,Starbucks,purchase,0
user_0418,1517.69,2024-09-17 09:59:00,Chicago,Walmart,withdrawal,0
user_0892,1076.26,2024-01-25 02:21:00,Phoenix,Amazon,transfer,0
user_0322,549.55,2024-12-06 23:56:00,New York,Walmart,purchase,0
user_0169,1619.98,2024-08-15 00:36:00,Chicago,Walmart,withdrawal,0
user_0974,15.14,2024-04-03 18:44:00,Los Angeles,Amazon,withdrawal,0
user_0687,1368.1,2024-03-01 09:48:00,New York,Amazon,purchase,0
user_0348,1813.49,2024-03-30 02:42:00,Los Angeles,Walmart,purchase,0
user_0261,1044.91,2024-01-14 15:03:00,Houston,Starbucks,transfer,0
user_0680,671.35,2024-12-27 11:47:00,Chicago,Local Store,transfer,0
user_0556,1744.33,2024-02-24 08:09:00,Los Angeles,Walmart,purchase,0
user_0926,7.23,2024-03-28 15:29:00,Remote,Netflix,purchase,0
user_0961,577.64,2024-02-22 08:58:00,New York,Starbucks,purchase,0
user_0865,1269.84,2024-08-14 09:16:00,Chicago,Local Store,transfer,0
user_0585,867.32,2024-04-10 05:53:00,Houston,Shell,transfer,0
user_0988,1578.67,2024-10-31 16:35:00,Los Angeles,Shell,transfer,0
user_0523,139.36,2024-06-25 08:53:00,Los Angeles,Walmart,withdrawal,0
user_0703,1353.72,2024-12-02 04:10:00,Chicago,Shell,purchase,0
user_0028,5748.32,2024-01-22 22:38:00,Chicago,Walmart,withdrawal,1
user_0515,855.23,2024-05-27 22:30:00,Phoenix,Netflix,transfer,0
user_0129,1546.78,2024-08-06 08:51:00,Remote,Walmart,transfer,0
user_0381,306.36,2024-07-24 11:40:00,Phoenix,Online Service,purchase,0
user_0773,1521.39,2024-09-28 04:50:00,Chicago,Starbucks,withdrawal,0
user_0526,1492.94,2024-06-14 12:40:00,Houston,Amazon,transfer,0
user_0538,1936.55,2024-09-19 08:56:00,New York,Netflix,purchase,0
user_0026,1690.34,2024-04-22 08:19:00,Chicago,Netflix,purchase,0
user_0377,1235.22,2024-08-17 19:04:00,Remote,Local Store,transfer,0
user_0235,498.84,2024-07-07 02:16:00,Remote,Starbucks,transfer,0
user_0500,541.64,2024-06-25 15:06:00,Phoenix,Starbucks,purchase,0
user_0319,794.11,2024-09-26 20:30:00,Remote,Walmart,purchase,0
user_0101,1816.1,2024-04-23 22:13:00,Chicago,Starbucks,purchase,0
user_0045,289.28,2024-11-20 16:15:00,Remote,Local Store,purchase,0
user_0927,1882.77,2024-07-05 11:12:00,New York,Starbucks,purchase,0
user_0588,161.76,2024-08-06 09:10:00,Los Angeles,Local Store,transfer,0
user_0121,1602.17,2024-01-07 07:18:00,Houston,Starbucks,transfer,0
user_0634,68.01,2024-04-19 02:07:00,New York,Amazon,withdrawal,0
user_0083,682.2,2024-03-10 22:54:00,Chicago,Shell,withdrawal,0
user_0409,964.4,2024-04-15 19:20:00,Houston,Amazon,withdrawal,0
user_0011,497.97,2024-12-26 10:52:00,New York,Netflix,transfer,0
user_0566,943.01,2024-01-20 17:00:00,Phoenix,Online Service,transfer,0
user_0965,1439.81,2024-04-27 00:04:00,New York,Walmart,transfer,0
user_0754,1362.06,2024-12-07 13:52:00,Houston,Starbucks,withdrawal,0
user_0953,1486.7,2024-11-02 08:04:00,Houston,Shell,withdrawal,0
user_0151,1088.88,2024-08-26 04:02:00,New York,Shell,withdrawal,0
user_0511,1214.35,2024-07-19 18:22:00,Los Angeles,Shell,withdrawal,0
user_0754,1186.74,2024-01-30 07:49:00,Phoenix,Shell,transfer,0
user_0551,1672.82,2024-12-27 19:05:00,Houston,Local Store,transfer,0
user_0525,1942.93,2024-07-24 01:26:00,Phoenix,Netflix,withdrawal,0
user_0317,199.3,2024-07-25 09:10:00,New York,Shell,withdrawal,0
user_0144,785.21,2024-12-26 08:03:00,Nigeria,Walmart,purchase,1
user_0302,473.17,2024-02-01 01:38:00,Remote,Local Store,withdrawal,0
user_0843,1658.62,2024-10-16 09:15:00,New York,Starbucks,withdrawal,0
user_0120,1213.05,2024-05-07 01:18:00,Phoenix,Shell,purchase,0
user_0631,1612.31,2024-11-15 18:54:00,Remote,Shell,transfer,0
user_0881,1973.45,2024-09-02 08:19:00,Los Angeles,Netflix,purchase,0
user_0197,364.12,2024-04-21 18:08:00,New York,Walmart,withdrawal,0
user_0275,1973.33,2024-04-01 21:11:00,Chicago,Walmart,withdrawal,0
user_0305,1946.33,2024-04-11 17:10:00,Chicago,Amazon,transfer,0
user_0851,255.85,2024-07-23 15:40:00,Houston,Amazon,withdrawal,0
user_0007,1939.97,2024-12-13 17:26:00,Phoenix,Local Store,purchase,0
user_0174,8647.02,2024-12-10 23:18:00,Los Angeles,Walmart,withdrawal,1
user_0302,1143.37,2024-12-04 21:31:00,Chicago,Starbucks,withdrawal,0
user_0000,435.27,2024-07-14 14:12:00,Phoenix,Starbucks,withdrawal,0
user_0961,1998.83,2024-12-12 23:33:00,New York,Starbucks,purchase,0
user_0780,1565.86,2024-12-29 01:48:00,New York,Walmart,withdrawal,0
user_0493,1851.72,2024-01-26 05:21:00,Los Angeles,Netflix,purchase,0
user_0364,4931.69,2024-10-01 00:23:00,Remote,Local Store,transfer,1
user_0710,1129.06,2024-05-24 23:46:00,Houston,Netflix,purchase,0
user_0735,749.64,2024-02-25 12:53:00,Los Angeles,Walmart,transfer,0
user_0973,1240.88,2024-12-09 09:49:00,New York,Walmart,purchase,0
user_0815,1695.1,2024-01-22 18:28:00,Phoenix,Amazon,purchase,0
user_0993,1055.61,2024-08-21 06:34:00,Remote,Local Store,withdrawal,0
user_0426,41.37,2024-02-11 02:22:00,Phoenix,Shell,transfer,0
user_0714,763.25,2024-11-23 15:48:00,Phoenix,Local Store,transfer,0
user_0892,1236.62,2024-05-21 07:42:00,Houston,Walmart,withdrawal,0
user_0657,802.81,2024-06-27 17:28:00,Remote,Walmart,transfer,0
user_0585,1600.56,2024-02-14 04:46:00,New York,Amazon,purchase,0
user_0035,851.93,2024-09-08 13:26:00,Remote,Starbucks,purchase,0
user_0890,10.16,2024-05-16 11:01:00,Remote,Netflix,withdrawal,0
user_0025,428.03,2024-02-22 08:28:00,Los Angeles,Starbucks,withdrawal,0
user_0579,553.24,2024-11-07 20:02:00,Houston,Shell,transfer,0
user_0145,1534.48,2024-05-16 11:53:00,New York,Online Service,withdrawal,0
user_0560,1475.06,2024-01-13 05:53:00,New York,Online Service,purchase,0
user_0431,627.98,2024-03-05 06:58:00,Houston,Online Service,transfer,0
user_0589,1265.87,2024-11-09 04:40:00,Remote,Starbucks,withdrawal,0
user_0262,1391.81,2024-03-06 06:58:00,Los Angeles,Local Store,purchase,0
user_0752,36.56,2024-03-17 06:47:00,Houston,Local Store,transfer,0
user_0101,1158.88,2024-08-07 17:17:00,Houston,Netflix,purchase,0
user_0072,650.13,2024-10-07 02:02:00,Remote,Starbucks,transfer,0
user_0560,1664.57,2024-07-08 12:20:00,Houston,Walmart,purchase,0
user_0711,1303.5,2024-12-12 20:59:00,Phoenix,Amazon,transfer,0
user_0129,1988.31,2024-12-21 09:38:00,Los Angeles,Online Service,withdrawal,0
user_0661,1126.78,2024-11-11 09:39:00,Phoenix,Netflix,purchase,0
user_0310,1073.98,2024-08-31 15:57:00,New York,Online Service,purchase,0
user_0647,1591.92,2024-03-09 10:20:00,Houston,Walmart,withdrawal,0
user_0871,1538.36,2024-01-14 00:32:00,New York,Local Store,purchase,0
user_0405,182.8,2024-03-24 07:28:00,Phoenix,Shell,withdrawal,0
user_0508,77.14,2024-07-05 01:26:00,Los Angeles,Netflix,withdrawal,0
user_0769,1874.23,2024-09-29 07:36:00,New York,Walmart,transfer,0
user_0406,1885.06,2024-05-16 03:29:00,Remote,Walmart,withdrawal,0
user_0341,1135.32,2024-02-13 00:09:00,Houston,Online Service,purchase,0
user_0593,1257.76,2024-05-13 03:03:00,Los Angeles,Local Store,withdrawal,0
user_0847,427.91,2024-11-20 07:36:00,Phoenix,Walmart,withdrawal,0
user_0930,695.47,2024-03-13 08:51:00,Los Angeles,Amazon,purchase,0
user_0252,1724.72,2024-01-05 02:21:00,New York,Local Store,withdrawal,0
user_0435,1007.62,2024-01-17 06:29:00,New York,Netflix,purchase,0
user_0916,56.49,2024-11-30 22:35:00,Houston,Netflix,transfer,0
user_0657,559.12,2024-09-20 13:51:00,Phoenix,Walmart,withdrawal,0
user_0662,308.29,2024-07-28 18:26:00,Phoenix,Walmart,withdrawal,0
user_0641,971.78,2024-11-03 16:17:00,Phoenix,Online Service,transfer,0
user_0082,345.48,2024-05-20 07:36:00,Houston,Local Store,withdrawal,0
user_0079,1384.78,2024-12-08 11:18:00,New York,Netflix,transfer,0
user_0220,1249.67,2024-12-10 11:17:00,Los Angeles,Online Service,purchase,0
user_0573,1309.88,2024-09-06 05:58:00,Chicago,Shell,withdrawal,0
user_0740,777.22,2024-05-14 01:01:00,Los Angeles,Local Store,transfer,0
user_0741,523.33,2024-04-17 02:49:00,Los Angeles,Online Service,purchase,0
user_0212,1669.44,2024-05-10 06:44:00,Phoenix,Amazon,purchase,0
user_0163,745.96,2024-11-17 21:47:00,Chicago,Online Service,purchase,0
user_0182,302.73,2024-01-08 11:09:00,Houston,Amazon,withdrawal,0
user_0744,1230.09,2024-06-27 03:53:00,Phoenix,Amazon,purchase,0
user_0191,1574.87,2024-05-15 21:53:00,Houston,Netflix,purchase,0
user_0825,509.85,2024-06-03 03:32:00,Houston,Walmart,transfer,0
user_0954,903.0,2024-01-05 22:19:00,Phoenix,Walmart,purchase,0
user_0448,889.33,2024-08-12 08:24:00,Chicago,Starbucks,purchase,0
user_0482,29.16,2024-04-12 12:03:00,Phoenix,Amazon,transfer,0
user_0650,1941.65,2024-11-09 06:42:00,Chicago,Amazon,purchase,0
user_0351,142.08,2024-10-19 16:46:00,Houston,Starbucks,transfer,0
user_0359,1251.2,2024-11-05 06:57:00,Los Angeles,Walmart,purchase,0
user_0835,1550.39,2024-11-10 10:16:00,New York,Amazon,transfer,0
user_0369,647.82,2024-10-17 14:03:00,Chicago,Amazon,withdrawal,0
user_0159,1497.41,2024-01-07 14:23:00,Houston,Amazon,transfer,0
user_0272,1856.53,2024-01-19 14:46:00,New York,Starbucks,transfer,0
user_0984,331.55,2024-11-23 02:27:00,Remote,Shell,purchase,0
user_0434,1774.42,2024-06-24 13:11:00,Phoenix,Walmart,withdrawal,0
user_0630,1759.14,2024-07-31 13:34:00,Los Angeles,Netflix,purchase,0
user_0637,1684.79,2024-08-27 09:10:00,Houston,Walmart,withdrawal,0
user_0344,1875.09,2024-02-29 08:17:00,Los Angeles,Netflix,purchase,0
user_0282,1930.43,2024-12-02 16:14:00,Chicago,Online Service,purchase,0
user_0420,1182.74,2024-06-27 06:15:00,Chicago,Online Service,withdrawal,0
user_0412,192.05,2024-03-13 14:35:00,New York,Netflix,transfer,0
user_0185,23.62,2024-10-15 19:12:00,Houston,Netflix,transfer,0
user_0103,391.94,2024-03-07 00:41:00,Los Angeles,Walmart,purchase,0
user_0895,1631.16,2024-04-18 17:30:00,Los Angeles,Starbucks,purchase,0
user_0931,15.43,2024-01-16 00:13:00,Nigeria,Local Store,purchase,1
user_0586,1513.75,2024-11-06 19:17:00,Chicago,Netflix,withdrawal,0
user_0380,1288.51,2024-03-20 19:14:00,Los Angeles,Netflix,withdrawal,0
user_0999,360.85,2024-02-25 14:33:00,Remote,Local Store,purchase,0
user_0272,1178.46,2024-02-17 06:59:00,Phoenix,Local Store,transfer,0
user_0335,454.75,2024-07-05 15:47:00,Houston,Local Store,withdrawal,0
user_0914,543.29,2024-10-20 00:27:00,Chicago,Starbucks,transfer,0
user_0405,1392.35,2024-08-13 11:23:00,Remote,Amazon,withdrawal,0
user_0867,1036.95,2024-02-10 02:55:00,Phoenix,Shell,withdrawal,0
user_0182,475.54,2024-09-07 21:18:00,Houston,Starbucks,transfer,0
